id,device_id,manufacturer,event_type,event_ts,longitude,latitude,iot_signal_1,iot_signal_2,iot_signal_3,iot_signal_4
2141,0x1000000000004,Hot Data Ltd,tank below 10%,2023-12-01 13:41:00,-93.9,41.51341,9.0,1008.0,51.0,103.0
2142,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 13:42:00,-93.9,41.51341,8.0,1009.0,52.0,106.0
2143,0x1000000000007,Hot Data Ltd,tank below 10%,2023-12-01 13:43:00,-93.9,41.51341,7.0,1014.0,54.0,102.0
2144,0x1000000000008,New World Corp,tank below 5%,2023-12-01 13:44:00,-93.9,41.51341,5.0,1015.0,51.0,105.0
2145,0x1000000000008,New World Corp,system malfunction,2023-12-01 13:45:00,-93.9,41.51341,9.0,1005.0,50.0,103.0
2146,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 13:46:00,-93.9,41.51341,10.0,1011.0,54.0,104.0
2147,0x1000000000009,AIAI Inc.,device error,2023-12-01 13:47:00,-93.9,41.51341,3.0,1010.0,54.0,106.0
2148,0x1000000000007,Hot Data Ltd,system malfunction,2023-12-01 13:48:00,-93.9,41.51341,3.0,1011.0,54.0,103.0
2149,0x1000000000009,AIAI Inc.,device error,2023-12-01 13:49:00,-93.9,41.51341,7.0,1004.0,51.0,104.0
2150,0x1000000000008,New World Corp,tank below 5%,2023-12-01 13:50:00,-93.9,41.51341,2.0,1002.0,52.0,102.0
2151,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 13:51:00,-93.9,41.51341,2.0,1008.0,53.0,103.0
2152,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 13:52:00,-93.9,41.51341,8.0,1008.0,54.0,105.0
2153,0x1000000000000,AIAI Inc.,device error,2023-12-01 13:53:00,-93.9,41.51341,5.0,1011.0,54.0,106.0
2154,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 13:54:00,-93.9,41.51341,6.0,1001.0,50.0,101.0
2155,0x1000000000006,AIAI Inc.,device error,2023-12-01 13:55:00,-93.9,41.51341,6.0,1017.0,54.0,105.0
2156,0x1000000000002,New World Corp,tank below 10%,2023-12-01 13:56:00,-93.9,41.51341,9.0,1001.0,50.0,100.0
2157,0x1000000000005,New World Corp,tank below 5%,2023-12-01 13:57:00,-93.9,41.51341,5.0,1018.0,53.0,106.0
2158,0x1000000000002,New World Corp,device error,2023-12-01 13:58:00,-93.9,41.51341,7.0,1014.0,54.0,103.0
2159,0x1000000000006,AIAI Inc.,system malfunction,2023-12-01 13:59:00,-93.9,41.51341,4.0,1006.0,50.0,101.0
2160,0x1000000000005,New World Corp,device error,2023-12-01 14:00:00,-93.9,41.51341,8.0,1006.0,52.0,104.0
2161,0x1000000000008,New World Corp,tank below 10%,2023-12-01 14:01:00,-93.9,41.51341,6.0,1005.0,54.0,105.0
2162,0x1000000000008,New World Corp,device error,2023-12-01 14:02:00,-93.9,41.51341,2.0,1010.0,51.0,101.0
2163,0x1000000000007,Hot Data Ltd,device error,2023-12-01 14:03:00,-93.9,41.51341,3.0,1017.0,53.0,104.0
2164,0x1000000000008,New World Corp,system malfunction,2023-12-01 14:04:00,-93.9,41.51341,7.0,1017.0,52.0,106.0
2165,0x1000000000001,Hot Data Ltd,tank below 10%,2023-12-01 14:05:00,-93.9,41.51341,3.0,1009.0,53.0,105.0
2166,0x1000000000005,New World Corp,tank below 5%,2023-12-01 14:06:00,-93.9,41.51341,9.0,1018.0,53.0,102.0
2167,0x1000000000007,Hot Data Ltd,device error,2023-12-01 14:07:00,-93.9,41.51341,9.0,1017.0,51.0,106.0
2168,0x1000000000005,New World Corp,tank below 5%,2023-12-01 14:08:00,-93.9,41.51341,2.0,1007.0,55.0,103.0
2169,0x1000000000008,New World Corp,tank below 5%,2023-12-01 14:09:00,-93.9,41.51341,2.0,1003.0,51.0,105.0
2170,0x1000000000000,AIAI Inc.,device error,2023-12-01 14:10:00,-93.9,41.51341,7.0,1020.0,55.0,100.0
2171,0x1000000000003,AIAI Inc.,tank below 5%,2023-12-01 14:11:00,-93.9,41.51341,5.0,1017.0,50.0,103.0
2172,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 14:12:00,-93.9,41.51341,4.0,1014.0,51.0,104.0
2173,0x1000000000001,Hot Data Ltd,device error,2023-12-01 14:13:00,-93.9,41.51341,10.0,1003.0,51.0,103.0
2174,0x1000000000003,AIAI Inc.,device error,2023-12-01 14:14:00,-93.9,41.51341,3.0,1017.0,53.0,104.0
2175,0x1000000000007,Hot Data Ltd,tank below 10%,2023-12-01 14:15:00,-93.9,41.51341,3.0,1018.0,54.0,103.0
2176,0x1000000000001,Hot Data Ltd,tank below 10%,2023-12-01 14:16:00,-93.9,41.51341,2.0,1004.0,50.0,104.0
2177,0x1000000000006,AIAI Inc.,device error,2023-12-01 14:17:00,-93.9,41.51341,3.0,1018.0,54.0,104.0
2178,0x1000000000008,New World Corp,tank below 5%,2023-12-01 14:18:00,-93.9,41.51341,7.0,1001.0,55.0,104.0
2179,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 14:19:00,-93.9,41.51341,6.0,1010.0,52.0,104.0
2180,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 14:20:00,-93.9,41.51341,6.0,1005.0,53.0,106.0
2181,0x1000000000003,AIAI Inc.,tank below 5%,2023-12-01 14:21:00,-93.9,41.51341,2.0,1016.0,51.0,100.0
2182,0x1000000000001,Hot Data Ltd,device error,2023-12-01 14:22:00,-93.9,41.51341,6.0,1002.0,55.0,105.0
2183,0x1000000000005,New World Corp,device error,2023-12-01 14:23:00,-93.9,41.51341,3.0,1014.0,52.0,101.0
2184,0x1000000000002,New World Corp,tank below 5%,2023-12-01 14:24:00,-93.9,41.51341,6.0,1008.0,54.0,102.0
2185,0x1000000000002,New World Corp,tank below 5%,2023-12-01 14:25:00,-93.9,41.51341,4.0,1014.0,54.0,103.0
2186,0x1000000000005,New World Corp,system malfunction,2023-12-01 14:26:00,-93.9,41.51341,5.0,1006.0,53.0,106.0
2187,0x1000000000009,AIAI Inc.,device error,2023-12-01 14:27:00,-93.9,41.51341,8.0,1000.0,52.0,105.0
2188,0x1000000000004,Hot Data Ltd,device error,2023-12-01 14:28:00,-93.9,41.51341,3.0,1007.0,55.0,107.0
2189,0x1000000000008,New World Corp,device error,2023-12-01 14:29:00,-93.9,41.51341,6.0,1011.0,52.0,100.0
2190,0x1000000000001,Hot Data Ltd,tank below 10%,2023-12-01 14:30:00,-93.9,41.51341,3.0,1011.0,54.0,101.0
2191,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 14:31:00,-93.9,41.51341,4.0,1004.0,51.0,106.0
2192,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 14:32:00,-93.9,41.51341,7.0,1001.0,54.0,101.0
2193,0x1000000000006,AIAI Inc.,system malfunction,2023-12-01 14:33:00,-93.9,41.51341,2.0,1003.0,54.0,106.0
2194,0x1000000000002,New World Corp,device error,2023-12-01 14:34:00,-93.9,41.51341,4.0,1010.0,52.0,101.0
2195,0x1000000000007,Hot Data Ltd,device error,2023-12-01 14:35:00,-93.9,41.51341,5.0,1003.0,54.0,104.0
2196,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 14:36:00,-93.9,41.51341,9.0,1009.0,53.0,102.0
2197,0x1000000000006,AIAI Inc.,device error,2023-12-01 14:37:00,-93.9,41.51341,1.0,1004.0,51.0,101.0
2198,0x1000000000006,AIAI Inc.,device error,2023-12-01 14:38:00,-93.9,41.51341,6.0,1011.0,52.0,103.0
2199,0x1000000000008,New World Corp,tank below 5%,2023-12-01 14:39:00,-93.9,41.51341,2.0,1005.0,51.0,105.0
2200,0x1000000000005,New World Corp,system malfunction,2023-12-01 14:40:00,-93.9,41.51341,10.0,1000.0,54.0,102.0
2201,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 14:41:00,-93.9,41.51341,2.0,1014.0,51.0,102.0
2202,0x1000000000008,New World Corp,tank below 5%,2023-12-01 14:42:00,-93.9,41.51341,3.0,1015.0,51.0,101.0
2203,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 14:43:00,-93.9,41.51341,7.0,1010.0,54.0,106.0
2204,0x1000000000005,New World Corp,device error,2023-12-01 14:44:00,-93.9,41.51341,3.0,1015.0,53.0,106.0
2205,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 14:45:00,-93.9,41.51341,6.0,1018.0,54.0,103.0
2206,0x1000000000002,New World Corp,device error,2023-12-01 14:46:00,-93.9,41.51341,10.0,1006.0,55.0,101.0
2207,0x1000000000007,Hot Data Ltd,tank below 10%,2023-12-01 14:47:00,-93.9,41.51341,2.0,1015.0,54.0,104.0
2208,0x1000000000009,AIAI Inc.,device error,2023-12-01 14:48:00,-93.9,41.51341,4.0,1006.0,51.0,102.0
2209,0x1000000000004,Hot Data Ltd,device error,2023-12-01 14:49:00,-93.9,41.51341,8.0,1006.0,52.0,106.0
2210,0x1000000000007,Hot Data Ltd,device error,2023-12-01 14:50:00,-93.9,41.51341,7.0,1009.0,55.0,101.0
2211,0x1000000000006,AIAI Inc.,tank below 10%,2023-12-01 14:51:00,-93.9,41.51341,8.0,1002.0,54.0,106.0
2212,0x1000000000004,Hot Data Ltd,device error,2023-12-01 14:52:00,-93.9,41.51341,4.0,1020.0,54.0,103.0
2213,0x1000000000004,Hot Data Ltd,device error,2023-12-01 14:53:00,-93.9,41.51341,8.0,1001.0,54.0,105.0
2214,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 14:54:00,-93.9,41.51341,8.0,1016.0,51.0,102.0
2215,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 14:55:00,-93.9,41.51341,4.0,1011.0,52.0,103.0
2216,0x1000000000007,Hot Data Ltd,device error,2023-12-01 14:56:00,-93.9,41.51341,7.0,1010.0,52.0,101.0
2217,0x1000000000005,New World Corp,tank below 5%,2023-12-01 14:57:00,-93.9,41.51341,7.0,1012.0,50.0,106.0
2218,0x1000000000008,New World Corp,tank below 5%,2023-12-01 14:58:00,-93.9,41.51341,3.0,1012.0,53.0,101.0
2219,0x1000000000005,New World Corp,tank below 5%,2023-12-01 14:59:00,-93.9,41.51341,8.0,1007.0,52.0,105.0
2220,0x1000000000009,AIAI Inc.,device error,2023-12-01 15:00:00,-93.9,41.51341,2.0,1016.0,51.0,101.0
2221,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 15:01:00,-93.9,41.51341,7.0,1019.0,51.0,102.0
2222,0x1000000000003,AIAI Inc.,device error,2023-12-01 15:02:00,-93.9,41.51341,1.0,1019.0,54.0,105.0
2223,0x1000000000005,New World Corp,tank below 5%,2023-12-01 15:03:00,-93.9,41.51341,7.0,1005.0,54.0,106.0
2224,0x1000000000003,AIAI Inc.,tank below 5%,2023-12-01 15:04:00,-93.9,41.51341,8.0,1013.0,52.0,100.0
2225,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 15:05:00,-93.9,41.51341,7.0,1016.0,54.0,102.0
2226,0x1000000000001,Hot Data Ltd,device error,2023-12-01 15:06:00,-93.9,41.51341,9.0,1020.0,53.0,101.0
2227,0x1000000000006,AIAI Inc.,system malfunction,2023-12-01 15:07:00,-93.9,41.51341,1.0,1016.0,55.0,102.0
2228,0x1000000000003,AIAI Inc.,tank below 10%,2023-12-01 15:08:00,-93.9,41.51341,9.0,1017.0,53.0,102.0
2229,0x1000000000003,AIAI Inc.,tank below 5%,2023-12-01 15:09:00,-93.9,41.51341,5.0,1020.0,53.0,101.0
2230,0x1000000000009,AIAI Inc.,device error,2023-12-01 15:10:00,-93.9,41.51341,8.0,1002.0,51.0,101.0
2231,0x1000000000005,New World Corp,tank below 5%,2023-12-01 15:11:00,-93.9,41.51341,6.0,1001.0,54.0,101.0
2232,0x1000000000007,Hot Data Ltd,device error,2023-12-01 15:12:00,-93.9,41.51341,5.0,1004.0,53.0,104.0
2233,0x1000000000008,New World Corp,system malfunction,2023-12-01 15:13:00,-93.9,41.51341,7.0,1016.0,54.0,100.0
2234,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 15:14:00,-93.9,41.51341,2.0,1004.0,52.0,102.0
2235,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 15:15:00,-93.9,41.51341,7.0,1005.0,50.0,103.0
2236,0x1000000000005,New World Corp,device error,2023-12-01 15:16:00,-93.9,41.51341,9.0,1005.0,52.0,105.0
2237,0x1000000000006,AIAI Inc.,device error,2023-12-01 15:17:00,-93.9,41.51341,4.0,1008.0,52.0,102.0
2238,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 15:18:00,-93.9,41.51341,4.0,1004.0,52.0,107.0
2239,0x1000000000005,New World Corp,device error,2023-12-01 15:19:00,-93.9,41.51341,4.0,1012.0,54.0,104.0
2240,0x1000000000009,AIAI Inc.,device error,2023-12-01 15:20:00,-93.9,41.51341,6.0,1013.0,51.0,101.0
2241,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 15:21:00,-93.9,41.51341,5.0,1008.0,54.0,101.0
2242,0x1000000000009,AIAI Inc.,device error,2023-12-01 15:22:00,-93.9,41.51341,10.0,1013.0,52.0,106.0
2243,0x1000000000000,AIAI Inc.,device error,2023-12-01 15:23:00,-93.9,41.51341,1.0,1013.0,54.0,103.0
2244,0x1000000000006,AIAI Inc.,device error,2023-12-01 15:24:00,-93.9,41.51341,6.0,1004.0,52.0,103.0
2245,0x1000000000001,Hot Data Ltd,device error,2023-12-01 15:25:00,-93.9,41.51341,9.0,1018.0,53.0,107.0
2246,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 15:26:00,-93.9,41.51341,2.0,1011.0,55.0,102.0
2247,0x1000000000005,New World Corp,tank below 10%,2023-12-01 15:27:00,-93.9,41.51341,4.0,1005.0,55.0,100.0
2248,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 15:28:00,-93.9,41.51341,8.0,1010.0,51.0,101.0
2249,0x1000000000000,AIAI Inc.,device error,2023-12-01 15:29:00,-93.9,41.51341,8.0,1005.0,51.0,106.0
2250,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 15:30:00,-93.9,41.51341,10.0,1009.0,53.0,102.0
2251,0x1000000000001,Hot Data Ltd,tank below 10%,2023-12-01 15:31:00,-93.9,41.51341,10.0,1014.0,53.0,107.0
2252,0x1000000000005,New World Corp,tank below 10%,2023-12-01 15:32:00,-93.9,41.51341,3.0,1004.0,53.0,106.0
2253,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 15:33:00,-93.9,41.51341,10.0,1004.0,54.0,100.0
2254,0x1000000000005,New World Corp,system malfunction,2023-12-01 15:34:00,-93.9,41.51341,6.0,1005.0,54.0,102.0
2255,0x1000000000000,AIAI Inc.,device error,2023-12-01 15:35:00,-93.9,41.51341,8.0,1008.0,52.0,102.0
2256,0x1000000000008,New World Corp,tank below 5%,2023-12-01 15:36:00,-93.9,41.51341,4.0,1011.0,55.0,102.0
2257,0x1000000000000,AIAI Inc.,device error,2023-12-01 15:37:00,-93.9,41.51341,8.0,1011.0,52.0,104.0
2258,0x1000000000003,AIAI Inc.,device error,2023-12-01 15:38:00,-93.9,41.51341,5.0,1003.0,50.0,102.0
2259,0x1000000000004,Hot Data Ltd,device error,2023-12-01 15:39:00,-93.9,41.51341,2.0,1001.0,54.0,101.0
2260,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 15:40:00,-93.9,41.51341,9.0,1013.0,53.0,105.0
2261,0x1000000000008,New World Corp,tank below 5%,2023-12-01 15:41:00,-93.9,41.51341,1.0,1002.0,54.0,105.0
2262,0x1000000000008,New World Corp,system malfunction,2023-12-01 15:42:00,-93.9,41.51341,7.0,1014.0,55.0,105.0
2263,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 15:43:00,-93.9,41.51341,4.0,1008.0,55.0,104.0
2264,0x1000000000006,AIAI Inc.,tank below 10%,2023-12-01 15:44:00,-93.9,41.51341,9.0,1010.0,53.0,100.0
2265,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 15:45:00,-93.9,41.51341,4.0,1016.0,51.0,102.0
2266,0x1000000000002,New World Corp,tank below 5%,2023-12-01 15:46:00,-93.9,41.51341,6.0,1001.0,50.0,106.0
2267,0x1000000000007,Hot Data Ltd,device error,2023-12-01 15:47:00,-93.9,41.51341,7.0,1018.0,55.0,102.0
2268,0x1000000000004,Hot Data Ltd,device error,2023-12-01 15:48:00,-93.9,41.51341,3.0,1014.0,55.0,104.0
2269,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 15:49:00,-93.9,41.51341,3.0,1012.0,53.0,102.0
2270,0x1000000000002,New World Corp,tank below 5%,2023-12-01 15:50:00,-93.9,41.51341,2.0,1017.0,51.0,102.0
2271,0x1000000000009,AIAI Inc.,device error,2023-12-01 15:51:00,-93.9,41.51341,4.0,1003.0,53.0,106.0
2272,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 15:52:00,-93.9,41.51341,9.0,1008.0,54.0,105.0
2273,0x1000000000008,New World Corp,device error,2023-12-01 15:53:00,-93.9,41.51341,4.0,1006.0,51.0,104.0
2274,0x1000000000001,Hot Data Ltd,tank below 10%,2023-12-01 15:54:00,-93.9,41.51341,3.0,1011.0,52.0,101.0
2275,0x1000000000008,New World Corp,tank below 5%,2023-12-01 15:55:00,-93.9,41.51341,4.0,1015.0,55.0,101.0
2276,0x1000000000007,Hot Data Ltd,system malfunction,2023-12-01 15:56:00,-93.9,41.51341,4.0,1007.0,54.0,106.0
2277,0x1000000000000,AIAI Inc.,system malfunction,2023-12-01 15:57:00,-93.9,41.51341,2.0,1012.0,53.0,101.0
2278,0x1000000000008,New World Corp,device error,2023-12-01 15:58:00,-93.9,41.51341,5.0,1012.0,53.0,107.0
2279,0x1000000000008,New World Corp,system malfunction,2023-12-01 15:59:00,-93.9,41.51341,3.0,1017.0,55.0,104.0
2280,0x1000000000009,AIAI Inc.,tank below 10%,2023-12-01 16:00:00,-93.9,41.51341,6.0,1009.0,53.0,107.0
2281,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 16:01:00,-93.9,41.51341,8.0,1009.0,53.0,103.0
2282,0x1000000000000,AIAI Inc.,device error,2023-12-01 16:02:00,-93.9,41.51341,3.0,1009.0,54.0,104.0
2283,0x1000000000009,AIAI Inc.,device error,2023-12-01 16:03:00,-93.9,41.51341,8.0,1008.0,54.0,100.0
2284,0x1000000000007,Hot Data Ltd,system malfunction,2023-12-01 16:04:00,-93.9,41.51341,8.0,1019.0,54.0,103.0
2285,0x1000000000005,New World Corp,system malfunction,2023-12-01 16:05:00,-93.9,41.51341,10.0,1019.0,52.0,103.0
2286,0x1000000000001,Hot Data Ltd,device error,2023-12-01 16:06:00,-93.9,41.51341,7.0,1005.0,55.0,104.0
2287,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 16:07:00,-93.9,41.51341,10.0,1010.0,51.0,106.0
2288,0x1000000000007,Hot Data Ltd,system malfunction,2023-12-01 16:08:00,-93.9,41.51341,7.0,1013.0,53.0,105.0
2289,0x1000000000006,AIAI Inc.,tank below 5%,2023-12-01 16:09:00,-93.9,41.51341,6.0,1016.0,50.0,100.0
2290,0x1000000000001,Hot Data Ltd,tank below 10%,2023-12-01 16:10:00,-93.9,41.51341,5.0,1011.0,51.0,101.0
2291,0x1000000000008,New World Corp,device error,2023-12-01 16:11:00,-93.9,41.51341,2.0,1002.0,50.0,103.0
2292,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 16:12:00,-93.9,41.51341,6.0,1009.0,53.0,103.0
2293,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 16:13:00,-93.9,41.51341,5.0,1005.0,51.0,101.0
2294,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 16:14:00,-93.9,41.51341,5.0,1008.0,53.0,103.0
2295,0x1000000000005,New World Corp,tank below 5%,2023-12-01 16:15:00,-93.9,41.51341,2.0,1010.0,55.0,103.0
2296,0x1000000000004,Hot Data Ltd,device error,2023-12-01 16:16:00,-93.9,41.51341,6.0,1017.0,52.0,105.0
2297,0x1000000000001,Hot Data Ltd,tank below 5%,2023-12-01 16:17:00,-93.9,41.51341,7.0,1006.0,51.0,105.0
2298,0x1000000000006,AIAI Inc.,system malfunction,2023-12-01 16:18:00,-93.9,41.51341,10.0,1001.0,51.0,106.0
2299,0x1000000000003,AIAI Inc.,device error,2023-12-01 16:19:00,-93.9,41.51341,2.0,1017.0,55.0,103.0
2300,0x1000000000004,Hot Data Ltd,device error,2023-12-01 16:20:00,-93.9,41.51341,6.0,1000.0,50.0,104.0
2301,0x1000000000004,Hot Data Ltd,device error,2023-12-01 16:21:00,-93.9,41.51341,6.0,1017.0,55.0,104.0
2302,0x1000000000006,AIAI Inc.,tank below 10%,2023-12-01 16:22:00,-93.9,41.51341,1.0,1012.0,52.0,102.0
2303,0x1000000000008,New World Corp,tank below 5%,2023-12-01 16:23:00,-93.9,41.51341,4.0,1003.0,51.0,106.0
2304,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 16:24:00,-93.9,41.51341,8.0,1013.0,54.0,107.0
2305,0x1000000000000,AIAI Inc.,device error,2023-12-01 16:25:00,-93.9,41.51341,1.0,1007.0,52.0,104.0
2306,0x1000000000002,New World Corp,system malfunction,2023-12-01 16:26:00,-93.9,41.51341,3.0,1011.0,52.0,106.0
2307,0x1000000000008,New World Corp,tank below 5%,2023-12-01 16:27:00,-93.9,41.51341,4.0,1018.0,52.0,102.0
2308,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 16:28:00,-93.9,41.51341,6.0,1015.0,52.0,102.0
2309,0x1000000000003,AIAI Inc.,tank below 5%,2023-12-01 16:29:00,-93.9,41.51341,4.0,1009.0,52.0,107.0
2310,0x1000000000008,New World Corp,system malfunction,2023-12-01 16:30:00,-93.9,41.51341,10.0,1013.0,53.0,106.0
2311,0x1000000000009,AIAI Inc.,tank below 10%,2023-12-01 16:31:00,-93.9,41.51341,2.0,1014.0,51.0,105.0
2312,0x1000000000000,AIAI Inc.,device error,2023-12-01 16:32:00,-93.9,41.51341,6.0,1000.0,54.0,101.0
2313,0x1000000000003,AIAI Inc.,system malfunction,2023-12-01 16:33:00,-93.9,41.51341,4.0,1007.0,53.0,102.0
2314,0x1000000000005,New World Corp,device error,2023-12-01 16:34:00,-93.9,41.51341,5.0,1001.0,51.0,106.0
2315,0x1000000000008,New World Corp,tank below 10%,2023-12-01 16:35:00,-93.9,41.51341,9.0,1013.0,54.0,104.0
2316,0x1000000000007,Hot Data Ltd,device error,2023-12-01 16:36:00,-93.9,41.51341,7.0,1019.0,50.0,106.0
2317,0x1000000000009,AIAI Inc.,system malfunction,2023-12-01 16:37:00,-93.9,41.51341,3.0,1010.0,52.0,105.0
2318,0x1000000000005,New World Corp,device error,2023-12-01 16:38:00,-93.9,41.51341,3.0,1010.0,53.0,107.0
2319,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 16:39:00,-93.9,41.51341,9.0,1012.0,50.0,104.0
2320,0x1000000000009,AIAI Inc.,system malfunction,2023-12-01 16:40:00,-93.9,41.51341,2.0,1015.0,53.0,104.0
2321,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 16:41:00,-93.9,41.51341,9.0,1004.0,50.0,101.0
2322,0x1000000000005,New World Corp,tank below 5%,2023-12-01 16:42:00,-93.9,41.51341,5.0,1018.0,50.0,107.0
2323,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 16:43:00,-93.9,41.51341,6.0,1008.0,53.0,100.0
2324,0x1000000000008,New World Corp,tank below 5%,2023-12-01 16:44:00,-93.9,41.51341,5.0,1010.0,51.0,101.0
2325,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 16:45:00,-93.9,41.51341,5.0,1018.0,51.0,102.0
2326,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 16:46:00,-93.9,41.51341,4.0,1015.0,51.0,103.0
2327,0x1000000000000,AIAI Inc.,device error,2023-12-01 16:47:00,-93.9,41.51341,7.0,1000.0,50.0,105.0
2328,0x1000000000004,Hot Data Ltd,system malfunction,2023-12-01 16:48:00,-93.9,41.51341,5.0,1017.0,51.0,106.0
2329,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 16:49:00,-93.9,41.51341,5.0,1001.0,53.0,106.0
2330,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 16:50:00,-93.9,41.51341,2.0,1007.0,52.0,101.0
2331,0x1000000000009,AIAI Inc.,tank below 5%,2023-12-01 16:51:00,-93.9,41.51341,8.0,1012.0,54.0,102.0
2332,0x1000000000002,New World Corp,device error,2023-12-01 16:52:00,-93.9,41.51341,4.0,1019.0,54.0,101.0
2333,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 16:53:00,-93.9,41.51341,4.0,1005.0,52.0,105.0
2334,0x1000000000009,AIAI Inc.,tank below 10%,2023-12-01 16:54:00,-93.9,41.51341,9.0,1012.0,50.0,102.0
2335,0x1000000000001,Hot Data Ltd,device error,2023-12-01 16:55:00,-93.9,41.51341,7.0,1019.0,53.0,104.0
2336,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 16:56:00,-93.9,41.51341,5.0,1020.0,54.0,104.0
2337,0x1000000000000,AIAI Inc.,tank below 10%,2023-12-01 16:57:00,-93.9,41.51341,6.0,1019.0,54.0,101.0
2338,0x1000000000009,AIAI Inc.,system malfunction,2023-12-01 16:58:00,-93.9,41.51341,3.0,1019.0,52.0,107.0
2339,0x1000000000004,Hot Data Ltd,system malfunction,2023-12-01 16:59:00,-93.9,41.51341,9.0,1011.0,52.0,101.0
2340,0x1000000000005,New World Corp,device error,2023-12-01 17:00:00,-93.9,41.51341,10.0,1009.0,52.0,104.0
2341,0x1000000000008,New World Corp,system malfunction,2023-12-01 17:01:00,-93.9,41.51341,8.0,1015.0,53.0,105.0
2342,0x1000000000001,Hot Data Ltd,device error,2023-12-01 17:02:00,-93.9,41.51341,7.0,1016.0,51.0,102.0
2343,0x1000000000000,AIAI Inc.,tank below 5%,2023-12-01 17:03:00,-93.9,41.51341,1.0,1007.0,55.0,106.0
2344,0x1000000000007,Hot Data Ltd,tank below 5%,2023-12-01 17:04:00,-93.9,41.51341,7.0,1009.0,52.0,105.0
2345,0x1000000000002,New World Corp,device error,2023-12-01 17:05:00,-93.9,41.51341,8.0,1003.0,52.0,106.0
2346,0x1000000000003,AIAI Inc.,device error,2023-12-01 17:06:00,-93.9,41.51341,8.0,1016.0,53.0,104.0
2347,0x1000000000001,Hot Data Ltd,device error,2023-12-01 17:07:00,-93.9,41.51341,5.0,1003.0,55.0,101.0
2348,0x1000000000004,Hot Data Ltd,device error,2023-12-01 17:08:00,-93.9,41.51341,9.0,1014.0,54.0,105.0
2349,0x1000000000001,Hot Data Ltd,device error,2023-12-01 17:09:00,-93.9,41.51341,7.0,1012.0,53.0,102.0
2350,0x1000000000003,AIAI Inc.,device error,2023-12-01 17:10:00,-93.9,41.51341,5.0,1012.0,55.0,101.0
2351,0x1000000000000,AIAI Inc.,system malfunction,2023-12-01 17:11:00,-93.9,41.51341,5.0,1007.0,54.0,101.0
2352,0x1000000000003,AIAI Inc.,system malfunction,2023-12-01 17:12:00,-93.9,41.51341,2.0,1003.0,51.0,105.0
2353,0x1000000000008,New World Corp,tank below 10%,2023-12-01 17:13:00,-93.9,41.51341,1.0,1006.0,51.0,102.0
2354,0x1000000000004,Hot Data Ltd,tank below 5%,2023-12-01 17:14:00,-93.9,41.51341,2.0,1013.0,52.0,106.0
